PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%,YEAR
Chris Taft,GSW,21,6-10,261,Pittsburgh,USA,2005,2,42,17,2.8,2.1,0.1,4.9,13.00%,13.70%,13.20%,57.80%,2.40%,2005
Chris Webber,PHI,33,6-10,245,Michigan,USA,1993,1,1,75,20.2,9.9,3.4,-2.5,6.70%,20.30%,27.10%,48.20%,15.70%,2005
Chris Wilcox,SEA,23,6-10,235,Maryland,USA,2002,1,8,77,8.1,5.3,0.7,1.5,8.30%,19.30%,17.20%,60.50%,5.40%,2005
Chuck Hayes,HOU,23,6-6,242,Kentucky,USA,Undrafted,Undrafted,Undrafted,40,3.7,4.5,0.4,9,12.20%,22.00%,11.60%,58.90%,4.40%,2005
Chucky Atkins,MEM,31,5-11,185,South Florida,USA,Undrafted,Undrafted,Undrafted,71,9.5,1.7,2.8,1.1,1.40%,5.90%,19.70%,52.60%,20.60%,2005
Clifford Robinson,NJN,39,6-10,240,Connecticut,USA,1989,2,36,80,6.9,3.3,1.1,0.6,3.00%,11.70%,15.00%,50.20%,8.50%,2005
Corey Maggette,LAC,26,6-6,225,Duke,USA,1999,1,13,32,17.8,5.3,2.1,6.8,3.30%,13.80%,27.10%,58.40%,12.00%,2005
Corliss Williamson,SAC,32,6-7,245,Arkansas,USA,1995,1,13,37,3.4,1.8,0.4,2.8,6.50%,11.80%,19.60%,50.60%,6.80%,2005
Cuttino Mobley,LAC,30,6-4,215,Rhode Island,USA,1998,2,41,79,14.8,4.3,3,2.2,1.80%,9.50%,19.40%,51.90%,12.90%,2005
DJ Mbenga,DAL,25,7-0,245,None,Belgium,Undrafted,Undrafted,Undrafted,43,1.7,1.3,0,-0.2,9.00%,16.40%,16.20%,53.80%,1.40%,2005
Dahntay Jones,MEM,25,6-6,210,Duke,USA,2003,1,20,71,4,1.5,0.5,-7.3,2.10%,9.50%,17.10%,46.20%,7.50%,2005
Dale Davis,DET,37,6-11,252,Clemson,USA,1991,1,13,28,0.9,1.9,0.2,-7.5,11.40%,19.60%,8.90%,42.50%,5.40%,2005
Damien Wilkins,SEA,26,6-6,225,Georgia,USA,Undrafted,Undrafted,Undrafted,82,6.5,2.3,1.3,-5.4,5.30%,8.20%,17.00%,52.90%,11.40%,2005
Damon Jones,CLE,29,6-3,190,Houston,USA,Undrafted,Undrafted,Undrafted,82,6.7,1.6,2.1,2.1,0.70%,6.00%,12.10%,53.80%,12.40%,2005
Damon Stoudamire,MEM,32,5-10,174,Arizona,USA,1995,1,7,27,11.7,3.5,4.7,4.9,2.80%,8.80%,20.10%,50.40%,26.30%,2005
Dan Dickau,BOS,27,6-0,190,Gonzaga,USA,2002,1,28,19,3.3,0.8,2.1,2.8,2.50%,4.80%,13.70%,57.50%,23.30%,2005
Dan Gadzuric,MIL,28,6-11,240,UCLA,Netherlands,2002,2,33,74,5.2,3.1,0.3,-1.3,10.10%,17.80%,19.20%,55.00%,4.80%,2005
Daniel Ewing,LAC,23,6-3,185,Duke,USA,2005,2,32,66,3.8,1.3,1.3,-2.4,2.50%,6.30%,15.50%,45.80%,14.50%,2005
Danny Fortson,SEA,30,6-8,260,Cincinnati,USA,1997,1,10,23,3.8,3.4,0.1,9.6,12.30%,19.60%,15.20%,62.20%,1.10%,2005
Danny Granger,IND,23,6-9,228,New Mexico,USA,2005,1,17,78,7.5,4.9,1.2,-1.3,7.70%,14.10%,16.00%,54.00%,9.20%,2005
Darius Miles,POR,24,6-9,210,None,USA,2000,1,3,40,14,4.6,1.8,-8.5,2.00%,12.40%,25.30%,48.00%,10.60%,2005
Darius Songaila,CHI,28,6-8,240,Wake Forest,Lithuania,2002,2,49,62,9.2,4,1.4,2.3,5.90%,12.90%,21.20%,52.40%,11.30%,2005
Darko Milicic,ORL,21,7-0,245,None,Serbia,2003,1,2,55,4.8,2.7,0.7,-3.6,6.20%,14.10%,18.50%,52.00%,9.60%,2005
Darrell Armstrong,DAL,38,6-1,180,Fayetteville State,USA,Undrafted,Undrafted,Undrafted,62,2.1,1.3,1.4,-1.3,3.10%,10.40%,14.30%,44.40%,21.60%,2005
Darrick Martin,TOR,35,5-11,170,UCLA,USA,Undrafted,Undrafted,Undrafted,40,2.6,0.5,1.4,8.6,0.70%,5.90%,16.60%,47.40%,24.70%,2005
David Harrison,IND,23,7-0,280,Colorado,USA,2004,1,29,67,5.7,3.8,0.2,-1,8.20%,16.50%,19.80%,51.90%,2.60%,2005
David Lee,NYK,23,6-9,249,Florida,USA,2005,1,30,67,5.1,4.5,0.6,-3.2,10.50%,18.40%,13.10%,60.90%,6.20%,2005
David Wesley,HOU,35,6-1,203,Baylor,USA,Undrafted,Undrafted,Undrafted,71,9.9,2.5,2.9,-1.6,1.10%,6.60%,14.90%,54.60%,14.70%,2005
David West,NOK,25,6-9,240,Xavier,USA,2003,1,18,74,17.1,7.4,1.2,-3,6.80%,16.60%,22.60%,55.40%,7.00%,2005
DeSagana Diop,DAL,24,7-0,280,None,Senegal,2001,1,8,81,2.3,4.6,0.3,10,10.70%,16.10%,6.90%,51.20%,2.20%,2005
DeShawn Stevenson,ORL,25,6-5,210,None,USA,2000,1,23,82,11,2.9,2,-4.8,2.50%,7.30%,17.80%,50.70%,10.10%,2005
Delonte West,BOS,22,6-4,180,St. Joseph's (PA),USA,2004,1,24,71,11.8,4.1,4.6,1.3,2.60%,10.00%,16.20%,57.40%,21.30%,2005
Deng Gai,PHI,24,6-9,250,Fairfield,South Sudan,Undrafted,Undrafted,Undrafted,2,0,0,0,-10,0.00%,0.00%,0.00%,0.00%,0.00%,2005
DerMarr Johnson,DEN,26,6-9,210,Cincinnati,USA,2000,1,6,58,6.1,1.7,0.9,-1.3,2.00%,8.40%,17.50%,54.50%,9.50%,2005
Derek Anderson,MIA,31,6-5,195,Kentucky,USA,1997,1,13,43,8.1,3.3,2.3,-1.9,2.20%,12.00%,18.20%,49.60%,16.50%,2005
Derek Fisher,GSW,31,6-1,205,Arkansas-Little Rock,USA,1996,1,24,82,13.3,2.6,4.3,-0.5,1.30%,6.90%,19.80%,53.60%,23.00%,2005
Deron Williams,UTA,22,6-3,210,Illinois,USA,2005,1,3,80,10.8,2.4,4.5,-1.7,1.60%,7.30%,19.80%,50.00%,27.40%,2005
Derrick Zimmerman,NJN,24,6-3,195,Mississippi State,USA,2003,2,40,2,2,2,3.5,-20,3.30%,14.30%,10.40%,66.70%,46.70%,2005
Desmond Mason,NOK,28,6-5,222,Oklahoma State,USA,2000,1,17,70,10.8,4.3,0.9,-5.9,3.10%,12.00%,20.60%,46.00%,5.50%,2005
Devean George,LAL,28,6-8,235,Augsburg,USA,1999,1,23,71,6.3,3.9,1,2.5,5.20%,12.70%,15.10%,48.40%,7.30%,2005
Devin Brown,UTA,27,6-5,220,Texas-San Antonio,USA,Undrafted,Undrafted,Undrafted,81,7.5,2.6,1.3,-3.4,4.30%,8.50%,18.90%,49.30%,10.80%,2005
Devin Green,LAL,23,6-7,212,Hampton,USA,Undrafted,Undrafted,Undrafted,27,0.9,0.9,0.3,-15,6.90%,10.70%,13.90%,33.60%,9.70%,2005
Devin Harris,DAL,23,6-3,185,Wisconsin,USA,2004,1,5,56,9.9,2.2,3.2,6.5,2.20%,7.90%,21.10%,54.40%,24.70%,2005
Dijon Thompson,PHX,23,6-7,195,UCLA,USA,2005,2,54,10,2.8,1.1,0.1,-11.6,8.90%,14.00%,25.20%,54.10%,4.20%,2005
Dikembe Mutombo,HOU,40,7-2,265,Georgetown,Congo,1991,1,4,64,2.6,4.8,0.1,-4.3,11.50%,22.30%,8.70%,62.60%,0.70%,2005
Dirk Nowitzki,DAL,28,7-0,245,None,Germany,1998,1,9,81,26.6,9,2.8,8.6,4.10%,20.90%,29.30%,58.90%,14.20%,2005
Donell Taylor,WAS,23,6-5,183,Alabama-Birmingham,USA,Undrafted,Undrafted,Undrafted,51,2.7,1,0.9,0,3.60%,8.70%,17.90%,45.20%,17.00%,2005
Donta Smith,ATL,22,6-7,215,Southeastern Illinois,USA,2004,2,34,23,1.7,0.6,0.4,6.3,2.60%,9.90%,11.80%,58.90%,10.20%,2005
Donyell Marshall,CLE,33,6-9,230,Connecticut,USA,1994,1,4,81,9.3,6.1,0.7,2,5.20%,19.60%,17.70%,51.70%,4.80%,2005
Dorell Wright,MIA,20,6-8,205,None,USA,2004,1,19,20,2.9,1.6,0.4,-17.9,1.60%,23.10%,21.60%,57.40%,12.90%,2005
Doug Christie,DAL,36,6-6,205,Pepperdine,USA,1992,1,17,7,3.7,1.9,2,-2,1.20%,6.40%,9.50%,41.60%,11.50%,2005
Drew Gooden,CLE,24,6-10,242,Kansas,USA,2002,1,4,79,10.7,8.4,0.7,0.8,11.30%,21.00%,18.50%,55.20%,4.40%,2005
Dwayne Jones,BOS,23,6-11,250,St. Joseph's (PA),USA,Undrafted,Undrafted,Undrafted,14,1,2.2,0.1,10.1,13.20%,23.60%,9.60%,44.50%,3.40%,2005
Dwight Howard,ORL,20,6-11,265,None,USA,2004,1,1,82,15.8,12.5,1.5,0.5,10.80%,26.00%,21.10%,56.50%,7.00%,2005
Dwyane Wade,MIA,24,6-4,212,Marquette,USA,2003,1,5,75,27.2,5.7,6.7,8.4,4.00%,11.20%,31.80%,57.70%,31.20%,2005
Earl Barron,MIA,24,7-0,270,Memphis,USA,Undrafted,Undrafted,Undrafted,8,1.6,1.3,0,-37.9,4.30%,18.60%,22.30%,36.60%,0.00%,2005
Earl Boykins,DEN,30,5-5,133,Eastern Michigan,USA,Undrafted,Undrafted,Undrafted,60,12.6,1.4,3.8,-2.3,1.30%,4.10%,22.90%,51.30%,25.40%,2005
Earl Watson,SEA,27,6-1,195,UCLA,USA,2001,2,39,70,8.9,2.3,4.1,4.9,1.60%,8.30%,19.30%,55.80%,28.90%,2005
Eddie Basden,CHI,23,6-5,215,North Carolina-Charlotte,USA,Undrafted,Undrafted,Undrafted,19,2.1,1.5,0.4,7.5,5.00%,13.80%,15.60%,47.10%,9.40%,2005
Eddie Gill,IND,27,6-0,190,Weber State,USA,Undrafted,Undrafted,Undrafted,41,1.1,0.4,0.3,2.4,0.00%,11.10%,21.50%,40.80%,17.60%,2005
Eddie Griffin,MIN,24,6-10,240,Seton Hall,USA,2001,1,7,70,4.6,5.6,0.6,-5.8,8.20%,20.40%,15.40%,39.70%,4.90%,2005
Eddie House,PHX,28,6-1,175,Arizona State,USA,2000,2,37,81,9.8,1.6,1.8,2,1.10%,7.80%,26.50%,51.20%,17.00%,2005
Eddie Jones,MEM,34,6-6,200,Temple,USA,1994,1,10,75,11.8,3.7,2.4,7.5,1.60%,10.60%,17.80%,54.20%,12.40%,2005
Eddy Curry,NYK,23,6-11,285,None,USA,2001,1,4,72,13.6,6,0.3,-11,8.50%,16.50%,24.20%,60.40%,2.00%,2005
Eduardo Najera,DEN,29,6-8,220,Oklahoma,Mexico,2000,2,38,64,5.4,5.1,0.8,1.4,8.50%,13.80%,12.10%,49.40%,5.40%,2005
Elton Brand,LAC,27,6-8,254,Duke,USA,1999,1,1,79,24.7,10,2.6,2.9,8.20%,17.30%,27.20%,58.00%,12.70%,2005
Emeka Okafor,CHA,23,6-10,252,Connecticut,USA,2004,1,2,26,13.2,10,1.2,-3.9,10.40%,20.10%,21.60%,46.40%,6.00%,2005
Eric Piatkowski,CHI,35,6-7,215,Nebraska,USA,1994,1,15,29,2,0.8,0.4,4.5,1.60%,8.30%,13.60%,46.70%,8.60%,2005
Eric Snow,CLE,33,6-3,205,Michigan State,USA,1995,2,43,82,4.8,2.4,4.2,2.5,1.70%,7.10%,11.00%,44.40%,22.40%,2005
Eric Williams,TOR,33,6-8,220,Providence,USA,1995,1,14,28,3.3,1.8,0.5,-5.9,3.10%,12.90%,14.30%,49.60%,6.50%,2005
Erick Dampier,DAL,30,6-11,265,Mississippi State,USA,1996,1,10,82,5.7,7.8,0.6,7.2,15.20%,20.30%,13.20%,53.10%,4.10%,2005
Ervin Johnson,MIL,38,6-11,245,New Orleans,USA,1993,1,23,18,0.8,1.3,0.1,-23.7,6.80%,21.60%,12.80%,41.90%,4.50%,2005
Esteban Batista,ATL,22,6-10,270,None,Uruguay,Undrafted,Undrafted,Undrafted,57,1.8,2.5,0.1,0.3,11.80%,18.60%,12.10%,48.90%,2.10%,2005
Etan Thomas,WAS,28,6-10,260,Syracuse,USA,2000,1,12,71,4.7,3.9,0.2,0.8,8.90%,17.20%,14.00%,56.00%,2.00%,2005
Fabricio Oberto,SAS,31,6-10,245,None,Argentina,Undrafted,Undrafted,Undrafted,59,1.7,2.1,0.5,-3.5,12.20%,14.00%,12.10%,49.10%,8.90%,2005
Flip Murray,CLE,26,6-3,197,Shaw,USA,2002,2,41,76,11.2,2,2.6,-2.3,1.60%,5.90%,21.60%,48.70%,16.00%,2005
Francisco Elson,DEN,30,7-0,235,California,Netherlands,1999,2,41,72,4.9,4.7,0.7,2.6,6.90%,15.60%,11.10%,55.60%,4.40%,2005
Francisco Garcia,SAC,24,6-7,195,Louisville,Dominican Rep...,2005,1,23,67,5.6,2.8,1.4,-0.9,3.10%,11.10%,15.40%,51.00%,11.80%,2005
Fred Jones,IND,27,6-2,220,Oregon,USA,2002,1,14,68,9.6,2.5,2.3,0.5,1.00%,8.20%,18.30%,51.70%,15.40%,2005
Gary Payton,MIA,37,6-4,190,Oregon State,USA,1990,1,2,81,7.7,2.9,3.2,2.6,1.50%,8.70%,13.90%,52.00%,17.60%,2005
Gerald Fitch,MIA,23,6-3,188,Kentucky,USA,Undrafted,Undrafted,Undrafted,18,4.7,1.7,1.8,-1.7,2.80%,9.10%,21.10%,42.40%,22.80%,2005
Gerald Green,BOS,20,6-8,200,No College,USA,2005,1,18,32,5.2,1.3,0.6,-2.8,3.10%,8.30%,21.40%,54.10%,9.30%,2005
Gerald Wallace,CHA,23,6-7,215,Alabama,USA,2001,1,25,55,15.2,7.5,1.7,-2,6.30%,16.80%,18.80%,57.80%,8.20%,2005
Gilbert Arenas,WAS,24,6-4,210,Arizona,USA,2001,2,30,80,29.3,3.5,6.1,2.9,1.70%,6.90%,29.70%,58.10%,26.10%,2005
Gordan Giricek,UTA,29,6-5,210,None,Croatia,1999,2,40,37,10.6,1.9,1.7,-4.1,1.70%,6.40%,22.70%,48.20%,12.80%,2005
Grant Hill,ORL,33,6-8,225,Duke,USA,1994,1,3,21,15.1,3.8,2.3,-3.9,2.60%,12.20%,24.30%,55.20%,14.20%,2005
Greg Buckner,DEN,29,6-4,205,Clemson,USA,1998,2,53,73,6.7,2.9,1.7,0.7,1.80%,10.50%,12.20%,55.60%,11.00%,2005
Greg Ostertag,UTA,33,7-2,280,Kansas,USA,1995,1,28,60,2.4,3.8,1,-9.2,10.80%,18.80%,11.10%,50.30%,12.20%,2005
Ha Ha,POR,20,7-3,305,None,South Korea,2004,2,46,27,1.6,1.8,0,-11.5,6.60%,18.00%,11.30%,57.20%,0.80%,2005
Hakim Warrick,MEM,23,6-9,219,Syracuse,USA,2005,1,19,68,4.1,2.1,0.4,-5.5,6.30%,14.70%,21.30%,49.90%,8.00%,2005
Hedo Turkoglu,ORL,27,6-10,220,None,Turkey,2000,1,16,78,14.9,4.3,2.8,-1,3.00%,10.60%,20.20%,57.80%,14.20%,2005
Howard Eisley,DEN,33,6-2,185,Boston College,USA,1994,2,30,32,3.2,1,2.2,-7.9,0.80%,8.10%,15.10%,44.50%,29.40%,2005
Ike Diogu,GSW,22,6-8,255,Arizona State,USA,2005,1,9,69,7,3.3,0.4,-3.3,8.90%,13.60%,20.40%,59.60%,5.10%,2005
Ime Udoka,NYK,28,6-5,220,Portland State,USA,Undrafted,Undrafted,Undrafted,8,2.8,2.1,0.8,-3.3,3.20%,13.00%,11.90%,41.30%,8.20%,2005
Ira Newble,CLE,31,6-7,220,Miami (Ohio),USA,Undrafted,Undrafted,Undrafted,36,1.3,1.6,0.3,1.1,6.20%,9.60%,9.60%,37.50%,3.90%,2005
JR Smith,NOK,20,6-6,220,No College,USA,2004,1,18,55,7.7,2,1.1,-6.3,2.00%,10.10%,21.50%,51.50%,10.20%,2005
Jackie Butler,NYK,21,6-10,260,None,USA,Undrafted,Undrafted,Undrafted,55,5.3,3.3,0.5,8.1,10.90%,16.50%,18.80%,58.70%,5.60%,2005
Jackson Vroman,NOK,25,6-10,220,Iowa State,USA,2004,2,31,41,1.8,2.1,0.3,3.2,8.50%,14.40%,12.10%,42.80%,4.20%,2005
Jacque Vaughn,NJN,31,6-1,190,Kansas,USA,1997,1,27,80,3.4,1.1,1.5,-6.8,1.40%,6.30%,12.40%,48.80%,18.20%,2005
Jake Tsakalidis,MEM,27,7-2,290,None,Greece,2000,1,25,51,5,4.2,0.3,9.2,12.50%,19.20%,15.90%,63.20%,3.00%,2005
Jake Voskuhl,CHA,28,6-11,255,Connecticut,USA,2000,2,33,51,5.3,3.6,0.8,-0.4,7.10%,16.40%,17.10%,47.00%,8.00%,2005
Jalen Rose,NYK,33,6-8,215,Michigan,USA,1994,1,13,72,12.3,2.9,2.5,-7.3,1.50%,10.30%,21.30%,53.80%,15.80%,2005
Jamaal Magloire,MIL,28,6-11,259,Kentucky,Canada,2000,1,19,82,9.2,9.5,0.7,-1.8,9.60%,24.40%,17.40%,49.40%,3.60%,2005
Jamaal Tinsley,IND,28,6-3,185,Iowa State,USA,2001,1,27,42,9.3,3.2,5,0.6,3.20%,8.70%,21.90%,45.80%,33.60%,2005
Jamal Crawford,NYK,26,6-5,190,Michigan,USA,2000,1,8,79,14.3,3.1,3.8,-6.1,1.50%,9.20%,20.90%,54.40%,21.20%,2005
Jamal Sampson,SAC,23,6-11,235,California,USA,2002,2,46,12,0.8,1.5,0.4,7.4,12.20%,33.30%,8.40%,63.50%,23.80%,2005
Jameer Nelson,ORL,24,6-0,190,St. Joseph's (PA),USA,2004,1,20,62,14.6,2.9,4.9,1.8,2.50%,8.40%,24.40%,56.70%,29.70%,2005
James Jones,PHX,25,6-8,220,Miami,USA,2003,2,49,75,9.3,3.4,0.8,5.7,2.60%,11.40%,16.60%,55.10%,4.40%,2005
James Posey,MIA,29,6-8,217,Xavier,USA,1999,1,18,67,7.2,4.8,1.3,6,1.90%,15.10%,11.40%,57.20%,6.60%,2005
James Singleton,LAC,24,6-8,215,Murray State,USA,Undrafted,Undrafted,Undrafted,59,3.4,3.3,0.5,-1.7,9.10%,18.40%,12.10%,58.70%,5.90%,2005
James Thomas,CHI,25,6-9,245,Texas,USA,Undrafted,Undrafted,Undrafted,22,1.3,1.8,0,3.9,8.00%,17.90%,9.20%,55.60%,1.10%,2005
Jannero Pargo,CHI,26,6-1,175,Arkansas,USA,Undrafted,Undrafted,Undrafted,57,4.8,1.1,1.6,-0.3,1.20%,7.90%,23.90%,45.50%,26.60%,2005
Jared Jeffries,WAS,24,6-11,240,Indiana,USA,2002,1,11,77,6.4,4.9,1.9,2.3,8.30%,11.40%,13.30%,50.00%,11.40%,2005
Jarrett Jack,POR,22,6-3,202,Georgia Tech,USA,2005,1,22,79,6.7,2,2.8,-12.8,1.20%,9.30%,17.30%,52.80%,24.90%,2005
Jarron Collins,UTA,27,6-11,255,Stanford,USA,2001,2,52,79,5.3,4.2,1.2,0.1,8.10%,12.80%,11.80%,55.10%,9.60%,2005
Jarvis Hayes,WAS,24,6-8,220,Georgia,USA,2003,1,10,21,9.3,3.6,1.3,1,3.40%,11.20%,18.00%,49.90%,8.70%,2005
Jason Collins,NJN,27,7-0,255,Stanford,USA,2001,1,18,71,3.6,4.8,1,4.8,5.10%,13.80%,9.00%,42.50%,5.60%,2005
Jason Hart,SAC,28,6-3,185,Syracuse,USA,2000,2,49,66,3.3,1.1,1.1,-3.3,1.60%,7.30%,16.40%,44.40%,15.20%,2005
Jason Kapono,MIA,25,6-8,215,UCLA,USA,2003,2,31,51,4.1,1.4,0.7,-6.7,1.80%,9.10%,13.90%,54.00%,9.40%,2005
Jason Kidd,NJN,33,6-4,210,California,USA,1994,1,2,80,13.3,7.3,8.4,4.3,3.00%,17.40%,18.40%,52.60%,36.90%,2005
Jason Maxiell,DET,23,6-7,260,Cincinnati,USA,2005,1,26,26,2.3,1.1,0.1,-29.7,7.40%,10.70%,21.60%,41.40%,3.10%,2005
Jason Richardson,GSW,25,6-6,225,Michigan State,USA,2001,1,5,75,23.2,5.8,3.1,1.1,3.50%,11.60%,27.50%,53.80%,14.90%,2005
Jason Terry,DAL,28,6-2,180,Arizona,USA,1999,1,10,80,17.1,2,3.8,9,1.20%,4.80%,21.90%,57.50%,18.90%,2005
Jason Williams,MIA,30,6-1,180,Florida,USA,1998,1,7,59,12.3,2.4,4.9,5.9,0.40%,7.00%,18.10%,56.10%,23.40%,2005
Jeff Foster,IND,29,6-11,250,Southwest Texas State,USA,1999,1,21,63,5.9,9.1,0.8,2.7,14.60%,22.70%,11.00%,58.10%,5.00%,2005
Jeff McInnis,NJN,31,6-4,179,North Carolina,USA,1996,2,37,28,5.3,1.8,1.9,-18.3,2.40%,8.70%,17.50%,47.80%,21.20%,2005
Jermaine Jackson,MIL,30,6-5,204,Detroit,USA,Undrafted,Undrafted,Undrafted,30,1.2,0.9,0.8,-25.3,4.30%,9.50%,9.70%,54.40%,21.70%,2005
Jermaine O'Neal,IND,27,6-11,260,None,USA,1996,1,17,51,20.1,9.3,2.6,3.3,6.10%,20.40%,28.90%,53.00%,14.80%,2005
Jerome James,NYK,30,7-1,280,Florida A&M,USA,1998,2,36,45,3,2,0.3,-16.7,9.70%,14.20%,20.50%,49.40%,5.80%,2005
Jerry Stackhouse,DAL,31,6-6,218,North Carolina,USA,1995,1,3,55,13,2.8,2.9,4.3,2.20%,8.20%,24.20%,51.10%,18.60%,2005
Jim Jackson,LAL,35,6-6,220,Ohio State,USA,1992,1,4,40,3,1.9,0.9,-0.4,2.10%,11.20%,16.80%,36.50%,9.90%,2005
Jiri Welsch,MIL,26,6-7,208,None,Czech Republi...,2002,1,16,58,4.3,1.9,1.1,-10.7,2.50%,11.20%,15.40%,48.20%,12.20%,2005
Joe Johnson,ATL,25,6-7,230,Arkansas,USA,2001,1,10,82,20.2,4.1,6.5,-6.1,3.00%,7.80%,24.10%,53.70%,29.00%,2005
Joe Smith,MIL,30,6-10,225,Maryland,USA,1995,1,1,44,8.6,5.2,0.7,-0.8,9.50%,18.70%,19.80%,53.30%,5.80%,2005
Joel Przybilla,POR,26,7-1,255,Minnesota,USA,2000,1,9,56,6.1,7,0.8,-9.3,11.10%,18.80%,13.10%,56.10%,4.90%,2005
Joey Graham,TOR,24,6-7,225,Oklahoma State,USA,2005,1,16,80,6.7,3.1,0.8,-4.8,3.80%,12.50%,16.40%,56.40%,6.10%,2005
Johan Petro,SEA,20,7-0,247,None,France,2005,1,25,68,5.2,4.4,0.2,-5.1,8.90%,15.50%,14.00%,53.00%,1.80%,2005
John Edwards,ATL,24,7-0,275,Kent State,USA,Undrafted,Undrafted,Undrafted,40,1.8,1.2,0.1,-14.7,6.50%,11.10%,12.20%,50.80%,2.80%,2005
John Lucas III,HOU,23,5-11,180,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,13,2.3,0.4,0.9,-6.9,1.70%,3.30%,17.60%,41.70%,20.00%,2005
John Salmons,PHI,26,6-6,207,Miami,USA,2002,1,26,82,7.5,2.7,2.7,-4.1,2.40%,8.70%,15.90%,50.80%,17.20%,2005
John Thomas,NJN,30,6-9,265,Minnesota,USA,1997,1,25,16,0.9,1.3,0.1,-5.1,9.60%,9.40%,9.10%,44.70%,2.60%,2005
Jon Barry,HOU,36,6-5,210,Georgia Tech,USA,1992,1,21,20,4.3,1.6,1.3,-8,0.30%,9.00%,13.30%,55.30%,12.90%,2005
Jonathan Bender,IND,25,7-0,219,None,USA,1999,1,5,2,5,2,1,-14.2,0.00%,23.50%,14.60%,85.00%,16.70%,2005
Jose Calderon,TOR,24,6-3,210,None,Spain,Undrafted,Undrafted,Undrafted,64,5.5,2.2,4.5,-3.2,2.10%,7.90%,13.80%,49.50%,30.10%,2005
Josh Childress,ATL,23,6-8,210,Stanford,USA,2004,1,6,74,10,5.2,1.8,-4.9,6.30%,11.90%,13.70%,62.60%,9.50%,2005
Josh Davis,PHX,25,6-8,242,Wyoming,USA,Undrafted,Undrafted,Undrafted,6,1,0.7,0.2,-36.1,12.00%,5.60%,19.10%,36.10%,12.50%,2005
Josh Howard,DAL,26,6-7,210,Wake Forest,USA,2003,1,29,59,15.6,6.3,1.9,9.3,7.00%,13.80%,22.50%,53.60%,10.00%,2005
Josh Powell,DAL,23,6-9,225,North Carolina State,USA,Undrafted,Undrafted,Undrafted,37,3,2.2,0.2,-0.2,7.70%,13.40%,13.20%,54.60%,3.40%,2005
Josh Smith,ATL,20,6-9,225,None,USA,2004,1,17,80,11.3,6.6,2.4,-5.7,7.00%,14.60%,18.70%,50.00%,12.40%,2005
Juan Dixon,POR,27,6-3,164,Maryland,USA,2002,1,17,76,12.3,2.3,2,-9.1,1.60%,8.20%,24.20%,51.60%,14.40%,2005
Julius Hodge,DEN,22,6-7,210,North Carolina State,USA,2005,1,20,14,0.9,0.5,0.4,6.4,15.20%,5.40%,31.30%,39.30%,33.30%,2005
Jumaine Jones,CHA,27,6-8,218,Georgia,USA,1999,1,27,76,10.5,4.9,0.8,-6,4.70%,14.30%,17.90%,50.60%,5.00%,2005
Justin Reed,MIN,24,6-8,240,Mississippi,USA,2004,2,40,72,4.5,1.7,0.6,-7.2,5.60%,7.30%,18.30%,46.70%,7.20%,2005
Juwan Howard,HOU,33,6-9,230,Michigan,USA,1994,1,5,80,11.8,6.7,1.4,-5.4,6.80%,14.80%,19.80%,49.90%,8.40%,2005
Kareem Rush,CHA,25,6-6,215,Missouri,USA,2002,1,20,47,10.1,2.2,1.1,-7.9,1.50%,8.30%,22.10%,47.10%,7.90%,2005
Keith Bogans,HOU,26,6-5,215,Kentucky,USA,2003,2,43,72,8.6,3.5,1.8,-5.7,2.90%,10.90%,16.90%,49.70%,11.70%,2005
Keith McLeod,UTA,26,6-2,190,Bowling Green,USA,Undrafted,Undrafted,Undrafted,66,5.6,1.2,2.3,-5.1,1.00%,6.40%,18.00%,46.40%,21.90%,2005
Keith Van Horn,DAL,30,6-10,245,Utah,USA,1997,1,2,53,8.9,3.6,0.7,4.4,5.20%,13.00%,21.10%,54.00%,6.00%,2005
Kelvin Cato,DET,31,6-11,275,Iowa State,USA,1997,1,15,27,3.6,2.6,0.1,-8.1,6.20%,16.20%,16.40%,49.30%,2.20%,2005
Kendrick Perkins,BOS,21,6-10,280,None,USA,2003,1,27,68,5.2,5.9,1,-1.7,11.50%,21.20%,14.50%,54.80%,8.10%,2005
Kenny Thomas,SAC,28,6-7,245,New Mexico,USA,1999,1,22,82,9.1,7.5,2,-0.8,8.90%,18.80%,16.30%,53.90%,12.20%,2005
Kenyon Martin,DEN,28,6-9,240,Cincinnati,USA,2000,1,1,56,12.9,6.3,1.4,2,6.40%,17.00%,21.60%,53.30%,8.60%,2005
Kevin Burleson,CHA,27,6-3,205,Minnesota,USA,Undrafted,Undrafted,Undrafted,39,1.8,0.7,1.2,0.6,1.10%,7.10%,15.10%,36.70%,24.20%,2005
Kevin Garnett,MIN,30,6-11,220,None,USA,1995,1,5,76,21.8,12.7,4.1,1.1,8.10%,26.00%,25.20%,58.90%,19.40%,2005
Kevin Martin,SAC,23,6-7,185,Western Carolina,USA,2004,1,26,72,10.8,3.6,1.3,1.2,3.20%,10.70%,16.90%,60.40%,8.50%,2005
